Country,CTS Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Poland, Rep. of",Environmental Protection Expenditures,4030000000.540327,4763000000.609781,5088000000.626436,5203000000.614176,5219000000.559323,6430000000.649147,7002000000.65474,7176000000.604291,8415000000.654573,9631000000.701956,10665000000.737122,10796000000.68973,9576000000.589857,10333100000.627495,10635450000.621504,10822370000.600872,7780760000.417538,7731070000.388528,10405550000.490469,11998390000.523216,13119100000.560886,14719370000.56134
"Poland, Rep. of",Expenditure on Biodiversity & Landscape Protection,0.0,118000000.0151069,109000000.0134201,120000000.0141651,119000000.01275331,140000000.01413384,167000000.01561576,171000000.01439992,295000000.022947,315000000.02295876,291000000.02011275,639000000.0408242,426000000.0262405,471000000.02860224,345600000.02019584,399200000.0221641,438510000.0235317,489770000.0246136,430250000.02027994,419120000.01827663,636040000.0271928,730600000.0278623
"Poland, Rep. of",Expenditure on Environmental Protection Not Elsewhere Classified,0.0,872000000.1116375,976000000.1201653,941000000.111078,1005000000.1077064,1111000000.112162,1190000000.111274,1397000000.1176412,1611000000.125314,1465000000.1067765,1759000000.121575,1822000000.116403,1775000000.1093357,2062000000.1252184,1997000000.1166987,2031500000.1127915,2133520000.1144907,1897610000.0953653,2200980000.1037436,2371550000.1034164,2573770000.1100373,2917080000.111246
"Poland, Rep. of",Expenditure on Environmental Protection R&D,0.0,163000000.020868,165000000.02031484,173000000.02042136,187000000.0200409,320000000.0323059,365000000.0341303,348000000.02930504,428000000.0332926,427000000.0311219,465000000.03213894,497000000.0317521,585000000.0360346,498000000.03024185,628100000.0367043,500100000.02776617,468600000.0251464,457380000.0229858,515000000.02427465,553620000.0241418,556400000.023788,584600000.0222944
"Poland, Rep. of",Expenditure on Pollution Abatement,0.0,159000000.0203559,186000000.02290037,155000000.0182966,164000000.01757598,359000000.0362432,409000000.0382446,371000000.0312419,500000000.0388932,587000000.0427835,658000000.0454783,834000000.0532821,797000000.0490932,1101000000.06686,1311900000.0766635,1223280000.067918,980180000.0525992,760580000.0382233,610210000.0287623,1249330000.0544798,1768660000.0756161,2907260000.110872
"Poland, Rep. of",Expenditure on Waste Management,0.0,937000000.1199591,1022000000.125829,1120000000.1322076,972000000.1041698,1111000000.112162,1259000000.117726,1274000000.1072836,1663000000.1293588,1833000000.133598,1855000000.12821,1541000000.0984507,1562000000.0962152,1218100000.073971,1616850000.0944839,2367540000.1314487,1626370000.0872757,1641880000.0825133,2155670000.101608,2744470000.1196785,3107830000.13287,3060240000.116706
"Poland, Rep. of",Expenditure on Waste Water Management,0.0,2514000000.321854,2630000000.3238063,2694000000.3180065,2772000000.297077,3389000000.3421397,3612000000.3377495,3615000000.304419,3918000000.304767,5004000000.364717,5637000000.389606,5463000000.349017,4431000000.272939,4983000000.302601,4736000000.276757,4300750000.238783,2133580000.114494,2483870000.124828,4493430000.211799,4660300000.203222,4476400000.191381,4519590000.172359
Portugal,Environmental Protection Expenditures,860019000.6697211,912037000.6717262,925489000.649219,881792000.6036868,856573000.5626154,960609000.6058611,1086150000.6532824,1079383000.6150913,1167879000.652072,1075871000.6133242,1330937000.7410116,1254108000.712172,1060227000.629979,1130340000.662986,1030456000.5954545,1084495000.6034586,1041144000.5582846,1185494000.6050072,1236762000.602757,1346763000.6282284,1388634000.6940134,1720575000.814359
Portugal,Expenditure on Biodiversity & Landscape Protection,194985000.15184033,211453000.1557377,210819000.1478869,200916000.13754982,199906000.13130254,246439000.15543035,233442000.14040744,242259000.13805237,260505000.14545,259136000.1477262,214706000.1195396,205948000.11695197,170463000.10128784,170767000.10016114,148172000.08562198,164818000.09171167,138143000.07407537,169753000.08663204,161718000.078816,170893000.07971695,191304000.09561017,231893000.1097564
Portugal,Expenditure on Environmental Protection Not Elsewhere Classified,71464000.05565104,102178000.07525533,123221000.086438,150961000.10334995,173806000.1141595,170371000.10745385,202855000.1220104,167545000.09547627,214462000.1197424,118082000.06731525,202421000.1126998,182579000.1036814,112581000.0668948,97816000.05737267,78534000.0453813,122965000.06842291,106556000.05713771,112998000.0576676,107112000.05220285,130353000.06080616,117980000.05896421,122790000.05811727
Portugal,Expenditure on Environmental Protection R&D,31520000.024545517,33680000.024805725,32177000.022571765,31257000.021398965,32480000.021333557,33217000.02095013,37930000.02281361,46501000.0264988,59741000.033355705,66793000.038076825,105172000.0585555,104043000.05908304,81086000.0481807,87734000.05145921,84675000.0489299,97968000.05451353,98242000.05267955,98223000.0501273,121383000.05915806,178630000.08332607,188779000.09434822,192386000.09105748
Portugal,Expenditure on Pollution Abatement,155000.000120703,0.0,150000.000105223,554000.000379276,52000.0000342,195000.000122987,15268000.009183185,150000.0000855,127000.0000709,175000.0000998,60000.0000334,6968000.003956928,0.0,55892000.03278271,53961000.03118165,82927000.04614408,61585000.03302325,71696000.03658947,170121000.08291134,158139000.07376757,162295000.08111203,332578000.1574112
Portugal,Expenditure on Waste Management,287662000.2240105,266228000.19608015,263257000.18467152,232436000.15912884,233079000.15309125,245348000.15474224,385863000.2320835,382010000.2176901,402857000.2249306,409285000.23332196,478588000.2664584,464339000.26368487,444917000.2643664,459326000.26941156,404275000.2336125,335287000.18656784,404295000.21679205,431793000.220362,446175000.217451,533117000.24868464,482046000.2409176,555256000.2628062
Portugal,Expenditure on Waste Water Management,274233000.213553,298498000.2198474,295865000.20754564,265668000.1818799,217250000.14269444,265039000.16716146,210792000.12678424,240918000.1372882,230187000.12852228,222400000.12678403,329991000.1837256,290231000.1648139,251180000.1492493,258805000.15179864,260839000.1507272,280530000.1560987,232323000.12457678,301031000.1536287,230253000.1122177,175631000.08192712,246230000.12306115,285672000.13521034
Romania,Environmental Protection Expenditures,180400000.22306553,314200000.2676516,359700000.2362228,390900000.2036812,315100000.1287761,925200000.3225245,1259800000.367543,1786500000.4196706,2586500000.4791284,2921700000.5503354,4057900000.7677937,5259900000.9411335,4920500000.831448,5123400000.806875,5318300000.794127,6825300000.958704,4635300000.606991,4268000000.4974966,6964900000.731816,7688200000.726006,7179300000.677979,8262300000.699059
Romania,Expenditure on Biodiversity & Landscape Protection,0.0,1000000.000851851,700000.000459705,600000.000312634,900000.000367815,2900000.001010939,4500000.001312862,5400000.001268525,8000000.001481935,4200000.000791118,3700000.000700075,4500000.000805168,4900000.000827984,4000000.000629953,1400000.000209048,20600000.002893545,26600000.00348326,1600000.000186503,2100000.000220651,2200000.000207748,2100000.000198314,2400000.00020306
Romania,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,8800000.00749629,6600000.004334363,6200000.003230553,8100000.003310334,22200000.007738914,35300000.01029867,44000000.01033613,62300000.01154057,31800000.00598989,28500000.005392473,32800000.005868778,36200000.00611694,41600000.00655151,82400000.01230395,71000000.00997289,114600000.01500683,126300000.01472206,135100000.01419523,158500000.01496732,213000000.02011472,333400000.0282084
Romania,Expenditure on Environmental Protection R&D,0.0,700000.000596296,1100000.000722394,1600000.000833691,1100000.000449552,900000.00031374,0.0,400000.000094,700000.000129669,1500000.000282542,2100000.00039734,2600000.000465208,3400000.000574519,9100000.001433143,0.0,7900000.00110966,4900000.000641653,300000.000035,300000.0000315,0.0,0.0,0.0
Romania,Expenditure on Pollution Abatement,0.0,303700000.2587072,351300000.23070633,382500000.1993043,305000000.1246484,429000000.1495493,377500000.11013454,465700000.1093986,643100000.1191291,579600000.1091743,1730900000.3275027,2027600000.3627906,1664700000.2812948,2280300000.3591204,2206200000.329429,2312800000.3248634,1160300000.1519408,859500000.1001871,2999300000.3151426,2569100000.242603,1562200000.1475267,2308500000.195318
Romania,Expenditure on Waste Management,0.0,0.0,0.0,0.0,0.0,408100000.1422636,641500000.1871557,816700000.1918527,1207600000.2236981,1415900000.266701,1343800000.2542598,1742200000.3117251,1833500000.309818,2122000000.3341901,2237800000.3341475,3554700000.499305,2282500000.2988925,2428400000.283065,2643600000.277768,3273700000.3091393,3715400000.350865,3757600000.317924
Romania,Expenditure on Waste Water Management,0.0,0.0,0.0,0.0,0.0,62100000.02164805,201000000.05864117,454300000.10672057,664800000.1231488,888700000.1673968,948900000.179541,1450200000.2594786,1377800000.2328155,666400000.1049502,790500000.1180372,858300000.1205596,1046400000.1370257,851900000.0993011,1184500000.1244578,1684700000.1590881,1686600000.1592746,1860400000.1574051
Slovak Rep.,Environmental Protection Expenditures,448159001.41549224,312658000.90979934,367804000.9852878,453915001.09431165,477187001.03342706,543775001.0770893,577181001.0240715,465937000.7376693,536900000.7827603,574218000.8958774,599621000.8754601,558573000.7814713,639236000.8713579,654318000.8816246,611443000.803549,740367000.9267539,597207000.7371633,660528000.7822186,717363000.8021494,764275000.8126435,863439000.9377124,929351000.9568844
Slovak Rep.,Expenditure on Biodiversity & Landscape Protection,0.0,27370000.079643596,32144000.08610861,27568000.066461746,27146000.058789134,32297000.063972697,29270000.051932707,34326000.054344766,38208000.05570442,37221000.05807107,36287000.052979834,44613000.06241579,49593000.067601405,43052000.05800804,39142000.05143982,74507000.09326409,39194000.048379175,31711000.037553187,56527000.06320803,78959000.08395606,68806000.07472472,98842000.10177034
Slovak Rep.,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,38205000.11117222,44363000.11884135,47862000.11538712,48153000.10428325,56264000.11144564,175493000.3113709,49397000.0782051,55525000.080951326,61287000.09561811,61839000.09028632,66205000.09262407,68313000.09311908,65301000.08798622,74863000.09838381,120501000.15083705,106160000.13103876,243194000.28799817,151573000.16948768,190634000.20269862,193500000.21014494,223081000.2296901
Slovak Rep.,Expenditure on Environmental Protection R&D,0.0,7154000.020817329,7625000.02042615,11039000.026613146,11384000.024653926,13648000.02703345,5696000.010106207,6025000.009538752,8933000.01302365,7845000.01223953,23257000.03395574,7125000.009968228,23035000.03139956,33454000.045075744,28808000.037859034,16681000.02088043,12479000.015403472,11425000.013529854,22571000.025238708,23961000.025477417,15712000.017063553,18238000.018778328
Slovak Rep.,Expenditure on Pollution Abatement,0.0,15728000.045766696,19005000.05091134,18857000.04546101,18354000.03974861,22063000.04370157,18687000.03315567,27316000.043246564,20675000.030142613,28105000.043848563,38366000.056015216,29816000.041714057,23117000.031511337,22530000.030356806,27112000.035630178,34344000.04299008,32974000.04070151,32240000.038179647,55578000.06214686,73866000.07854074,93229000.10124859,156235000.1608637
Slovak Rep.,Expenditure on Waste Management,0.0,164916000.47988686,161368000.43227893,235125000.56684628,255860000.55410698,262568000.52008495,269413000.47800976,269827000.4271889,325266000.47421366,337626000.5267538,340728000.4974705,289591000.40515214,378830000.51639223,364979000.4917708,346935000.4559367,387936000.4855986,339892000.4195462,282963000.3350939,354509000.39640903,326396000.3470526,433034000.47028375,365848000.3766868
Slovak Rep.,Expenditure on Waste Water Management,0.0,59285000.17251263,103299000.27672142,113464000.27354234,116290000.25184515,156935000.310851,78622000.13949618,79046000.12514526,88293000.12872463,102134000.15934636,99144000.14475246,121223000.16959697,96348000.13133426,125002000.16842704,94583000.12429954,106398000.13318363,66508000.08209425,58995000.06986378,76605000.08565907,70459000.07491812,59158000.064246796,67107000.06909514
"Slovenia, Rep. of",Environmental Protection Expenditures,118126000.62656009,160281000.75791222,190925000.81077006,222016000.86679968,251141000.9090024,246759000.84757295,259255000.8238085,262701000.74900138,293013000.7725975,321609000.88707733,243770000.67036265,294619000.7950084,274708000.7577462,271412000.7445267,369416000.9815939,403864001.0394774,227763000.5631676,194414000.4520068,247986000.54055363,275123000.56687707,298982000.63585323,344602000.6600547
"Slovenia, Rep. of",Expenditure on Biodiversity & Landscape Protection,34892000.18507301,49395000.2335715,70207000.29813662,73293000.28615211,76522000.27697062,70076000.2406985,68313000.21707134,66208000.188769296,63621000.167751685,48623000.13411429,29214000.08033792,59055000.15935572,38313000.10568141,26771000.073437154,24418000.0648823,23912000.06154543,24251000.05996311,27697000.064394705,37556000.08186362,21165000.043609414,23214000.04936985,30156000.05776115
"Slovenia, Rep. of",Expenditure on Environmental Protection Not Elsewhere Classified,14230000.075478302,16799000.079436533,21563000.091568075,40459000.15796091,51595000.186747596,43679000.15002954,35482000.11274757,34055000.0970961,37315000.098389745,39168000.10803505,43543000.11974238,40944000.11048447,25894000.07142522,19699000.054037523,18595000.049409714,28254000.072721,37464000.09263362,22832000.053083725,23200000.050570775,25261000.052049015,24181000.051426396,24482000.04689311
"Slovenia, Rep. of",Expenditure on Environmental Protection R&D,2767000.014676631,1732000.008190016,1862000.007907052,1068000.004169709,1049000.003796845,1694000.005818587,5029000.015980146,6392000.018224586,12084000.0318623,11773000.032472853,10978000.030189281,11526000.031102091,18303000.050486438,13127000.036009468,17417000.04627959,17499000.045039456,18199000.04499891,19576000.045513622,21932000.04780682,25434000.052405473,24918000.052993793,27967000.053568315
"Slovenia, Rep. of",Expenditure on Pollution Abatement,2860000.015169919,3387000.016015926,4685000.019895026,5037000.019665564,6157000.022285201,6593000.022645774,5430000.017254364,5015000.014298544,8899000.0234643,7325000.020204166,13268000.036486736,23358000.063029904,31467000.086797617,32950000.090387143,36225000.09625528,27688000.071264215,23406000.05787376,30408000.0706977,49258000.107371345,67176000.13841276,95728000.20358737,106617000.20421544
"Slovenia, Rep. of",Expenditure on Waste Management,24831000.131707784,42123000.19918478,35054000.14885811,38791000.15144866,49825000.1803411,56462000.193936855,61671000.19596572,71974000.20520906,59674000.15734449,54245000.14962115,44906000.1234906,40041000.1080478,38083000.10504699,36049000.098888196,39399000.10468908,86461000.22253594,41379000.10231386,13959000.032454262,19255000.041971564,21648000.04460461,19845000.042204905,24149000.046255276
"Slovenia, Rep. of",Expenditure on Waste Water Management,38547000.20445974,46845000.22151345,57554000.24440519,63368000.24740272,65994000.23886464,68255000.2344437,83330000.26478934,79057000.2254038,111420000.29378495,160476000.4426326,101861000.28011572,119695000.32298845,122648000.33830851,142815000.3917645,233361000.62007532,220050000.56637135,83065000.20538682,79942000.18586278,96785000.2109695,114439000.23579578,111096000.2362709,131231000.25136138
Spain,Environmental Protection Expenditures,4594000000.709114,5980000000.853076,6883000000.918282,7532000000.938841,7503000000.8730135,8065000000.869676,9381000000.934526,10222000000.950407,10301000000.928402,10763000001.006525,11077000001.03262,10102000000.949648,9498000000.921152,8731000000.855688,9088000000.880486,9248000000.858212,9299000000.83486,9801000000.843555,10118000000.840883,10697000000.859629,10547000000.940062,11677000000.968994
Spain,Expenditure on Biodiversity & Landscape Protection,737000000.1137607,936000000.1335249,1103000000.1471546,1156000000.1440918,1148000000.133576,1321000000.142448,1594000000.158793,1852000000.1721928,1831000000.165023,2220000000.207608,1672000000.155867,1416000000.1331124,1042000000.1010572,857000000.0839909,892000000.0864209,837000000.0776733,797000000.0715543,793000000.0682522,782000000.0649902,723000000.0581014,712000000.0634611,960000000.0796639
Spain,Expenditure on Environmental Protection Not Elsewhere Classified,339000000.05232686,493000000.07032883,565000000.0753784,606000000.075536,470000000.05468696,500000000.0539167,610000000.0607677,549000000.0510442,686000000.0618274,736000000.0688286,681000000.0634841,980000000.0921258,594000000.0576085,661000000.0647818,687000000.0665596,619000000.057443,685000000.061499,673000000.057924,639000000.0531058,613000000.0492617,672000000.0598959,699000000.0580052
Spain,Expenditure on Environmental Protection R&D,108000000.0166705,129000000.01840247,143000000.01907808,185000000.0230597,198000000.02303833,231000000.0249095,262000000.02610022,285000000.0264983,306000000.02757895,314000000.02936435,316000000.0294581,294000000.0276377,229000000.02220932,234000000.02293336,213000000.02063638,224000000.02078712,210000000.0188537,211000000.01816043,206000000.01712018,224000000.018001,227000000.02023268,243000000.0201649
Spain,Expenditure on Pollution Abatement,114000000.01759663,244000000.03480777,286000000.03815615,438000000.05459535,1122000000.1305506,1441000000.1553879,868000000.0864694,950000000.0883278,933000000.0840888,912000000.0852876,369000000.0343989,405000000.0380724,246000000.02385804,233000000.02283534,237000000.0229616,234000000.02171513,242000000.02172664,291000000.0250459,421000000.0349883,596000000.0478956,459000000.04091096,615000000.0510347
Spain,Expenditure on Waste Management,1618000000.2497487,2896000000.4131284,3527000000.4705477,3798000000.473409,3584000000.417017,3679000000.396719,4596000000.4578495,4792000000.445544,5271000000.475061,5114000000.478247,6142000000.572569,5788000000.5441065,5954000000.577442,5410000000.530211,5559000000.53858,5801000000.538331,5896000000.52934,6378000000.548944,6547000000.544106,6940000000.55771,6912000000.616072,7452000000.618391
Spain,Expenditure on Waste Water Management,1678000000.25901,1282000000.1828835,1259000000.167967,1349000000.1681488,981000000.1141444,893000000.0962951,1451000000.1445475,1794000000.1668,1274000000.1148221,1467000000.1371896,1897000000.176842,1219000000.1145933,1433000000.138978,1336000000.1309357,1500000000.1453266,1533000000.142262,1469000000.131886,1455000000.1252296,1523000000.1265728,1601000000.128659,1565000000.1394894,1708000000.1417353
Sweden,Environmental Protection Expenditures,10116000000.420073,10585000000.42277,11278000000.434048,11516000000.425959,12586000000.444704,14880000000.507662,15330000000.491083,15394000000.463636,15664000000.459051,15597000000.466812,15701000000.439363,16770000000.44985,17207000000.4597,18011000000.47116,17672000000.442604,18105000000.424953,19349000000.43825,21571000000.46639,24187000000.500942,24879000000.49269,26894000000.533768,30608000000.561428
Sweden,Expenditure on Biodiversity & Landscape Protection,0.0,281000000.01122326,376000000.0144708,663000000.0245233,705000000.02491,1163000000.039678,1210000000.0387614,1196000000.036021,1193000000.0349622,1202000000.0359755,1160000000.0324605,1132000000.0303655,1152000000.0307767,1719000000.0449686,1176000000.0294535,1377000000.0323203,1929000000.0436916,1870000000.0404315,2282000000.047263,1758000000.0348146,1660000000.032946,2774000000.0508823
Sweden,Expenditure on Environmental Protection Not Elsewhere Classified,0.0,1722000000.0687773,1930000000.0742784,1934000000.0715356,2081000000.0735285,3523000000.1201944,3749000000.120096,2619000000.078879,2500000000.0732656,2851000000.0853295,3082000000.086244,3562000000.0955496,3822000000.1021085,3408000000.0891523,3945000000.0988045,3352000000.0786767,3440000000.0779157,3529000000.076301,4279000000.088623,6848000000.135614,7782000000.154449,10184000000.1868
Sweden,Expenditure on Environmental Protection R&D,0.0,270000000.0107839,282000000.0108531,310000000.0114664,343000000.0121193,322000000.0109857,271000000.00868124,397000000.0119568,426000000.01248443,479000000.0143363,441000000.01234055,443000000.0118834,461000000.01231605,502000000.01313215,421000000.0105442,477000000.01119596,385000000.0087202,410000000.0088647,508000000.0105213,546000000.0108126,482000000.00956625,677000000.0124179
Sweden,Expenditure on Pollution Abatement,0.0,57000000.0022766,87000000.00334829,106000000.00392076,230000000.00812665,75000000.00255878,73000000.0023385,123000000.0037045,60000000.00175837,82000000.00245424,29000000.00081151,33000000.000885215,29000000.000774764,80000000.00209278,201000000.00503415,400000000.0093886,554000000.0125481,1140000000.0246482,1354000000.028043,184000000.00364384,197000000.00390986,209000000.0038336
Sweden,Expenditure on Waste Management,0.0,3773000000.1506953,4116000000.158409,3985000000.147399,4625000000.163416,4926000000.16806,5160000000.165297,5836000000.175769,5898000000.172848,5601000000.167636,5535000000.154886,5420000000.14539,5329000000.142369,5447000000.142492,5074000000.127081,4942000000.115996,5586000000.126522,5811000000.125641,6089000000.12611,5875000000.116345,6404000000.1271,6654000000.122051
Sweden,Expenditure on Waste Water Management,0.0,4482000000.179013,4487000000.172688,4518000000.167113,4602000000.162603,4871000000.166184,4867000000.1559105,5223000000.157306,5587000000.1637335,5382000000.161081,5454000000.15262,6180000000.165777,6414000000.171356,6855000000.179325,6855000000.171687,7557000000.177375,7455000000.168855,8811000000.190504,9675000000.20038,9668000000.19146,10369000000.205793,10110000000.185442
United Kingdom,Environmental Protection Expenditures,6417000000.58416,7072000000.619252,7944000000.667375,8862000000.70335,9157000000.692245,19267000001.376553,12552000000.84999,14055000000.90533,13582000000.849537,15148000000.972822,15458000000.958817,14585000000.87361,14096000000.81889,13804000000.769815,14961000000.797426,14882000000.76901,14910000000.73935,14936000000.712208,14419000000.663132,14479000000.642004,15225000000.708014,16572000000.71522
United Kingdom,Expenditure on Biodiversity & Landscape Protection,223000000.02030042,280000000.0245179,342000000.0287314,327000000.025953,329000000.0248716,406000000.02900714,432000000.02925396,624000000.040194,525000000.0328381,474000000.0304408,568000000.0352315,511000000.0306078,438000000.02544504,514000000.0286646,505000000.0269166,562000000.0290407,578000000.0286616,557000000.02656,471000000.02166134,428000000.01897764,386000000.0179503,488000000.02106124
United Kingdom,Expenditure on Environmental Protection Not Elsewhere Classified,780000000.071006,697000000.061032,1086000000.0912347,1480000000.117463,1087000000.0821745,1570000000.1121705,1461000000.0989354,1669000000.107506,1583000000.0990148,2142000000.1375616,2040000000.1265357,1843000000.1103919,1851000000.1075315,1541000000.085938,1763000000.0939684,1668000000.0861921,1855000000.0919847,1781000000.0849252,1773000000.0815406,1753000000.0777285,1901000000.088403,2000000000.0863166
United Kingdom,Expenditure on Environmental Protection R&D,235000000.02139282,291000000.0254811,365000000.0306636,397000000.0315087,456000000.03447247,521000000.03722346,536000000.0362966,641000000.0412891,503000000.031462,542000000.0348078,782000000.0485053,583000000.0349205,671000000.038981,618000000.0344644,599000000.0319269,787000000.0406674,669000000.033174,838000000.0399591,444000000.0204196,395000000.0175144,577000000.0268325,655000000.0282687
United Kingdom,Expenditure on Pollution Abatement,244000000.02221212,401000000.03511316,256000000.02150652,213000000.01690516,221000000.01670706,281000000.02007633,175000000.01185057,178000000.0114656,207000000.0129476,281000000.01804614,503000000.0311997,258000000.01545364,163000000.00946927,169000000.00942472,492000000.0262237,460000000.02377003,122000000.00604968,57000000.00271799,59000000.00271342,133000000.00589727,132000000.00613844,615000000.0265423
United Kingdom,Expenditure on Waste Management,4935000000.449249,5397000000.472583,5881000000.494062,6429000000.51025,7038000000.532055,16438000001.17443,9908000000.670946,10930000000.704039,10748000000.672274,11683000000.750296,11550000000.716415,11379000000.681578,10959000000.63665,10962000000.611324,11602000000.618391,11405000000.58934,11686000000.57948,11703000000.558044,11672000000.536797,11770000000.521885,12229000000.56869,12814000000.55303
United Kingdom,Expenditure on Waste Water Management,0.0,6000000.000525383,14000000.00117614,16000000.001269871,26000000.001965534,51000000.00364375,40000000.0027087,13000000.000837374,16000000.00100078,26000000.00166975,15000000.00093041,11000000.000658875,14000000.000813313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
